Number,CraftType,RecipeLevelTable,ItemResult,AmountResult,ItemIngredient0,AmountIngredient0,ItemIngredient1,AmountIngredient1,ItemIngredient2,AmountIngredient2,ItemIngredient3,AmountIngredient3,ItemIngredient4,AmountIngredient4,ItemIngredient5,AmountIngredient5,ItemIngredient6,AmountIngredient6,ItemIngredient7,AmountIngredient7,ItemIngredient8,AmountIngredient8,ItemIngredient9,AmountIngredient9,IsSecondary,MaterialQualityFactor,DifficultyFactor,QualityFactor,DurabilityFactor,RequiredCraftsmanship,RequiredControl,QuickSynthCraftsmanship,QuickSynthControl,SecretRecipeBook,Quest,CanQuickSynth,CanHq,ExpRewarded,StatusRequired,ItemRequired,IsSpecializationRequired,IsExpert,PatchNumber
11037,1,276,17888,1,17887,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,11,1,0,50,70,55,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11038,1,285,17890,1,17889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,11,1,0,50,70,55,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11039,1,290,17892,1,17891,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,11,1,0,50,70,55,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12088,2,270,17894,1,17893,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,11,1,0,50,70,55,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12089,2,276,17896,1,17895,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,11,1,0,50,70,55,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12090,2,285,17898,1,17897,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,11,1,0,50,70,55,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12091,2,290,17900,1,17899,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,11,1,0,50,70,55,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16493,3,270,17902,1,17901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,8,1,0,50,70,55,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16494,3,276,17904,1,17903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,8,1,0,50,70,55,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16495,3,285,17906,1,17905,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,8,1,0,50,70,55,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16496,3,290,17908,1,17907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,8,1,0,50,70,55,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13502,4,270,17910,1,17909,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,10,1,0,50,70,55,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13503,4,276,17912,1,17911,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,10,1,0,50,70,55,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13504,4,285,17914,1,17913,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,10,1,0,50,70,55,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13505,4,290,17916,1,17915,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,10,1,0,50,70,55,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14931,5,270,17918,1,17917,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,10,1,0,50,70,55,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14932,5,276,17920,1,17919,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,10,1,0,50,70,55,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14933,5,285,17922,1,17921,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,10,1,0,50,70,55,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14934,5,290,17924,1,17923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,10,1,0,50,70,55,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19232,6,270,17926,1,17925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,12,1,0,50,70,55,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19233,6,276,17928,1,17927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,12,1,0,50,70,55,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19234,6,285,17930,1,17929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,12,1,0,50,70,55,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19235,6,290,17932,1,17931,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,12,1,0,50,70,55,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17152,7,270,17934,1,17933,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,13,1,0,50,70,55,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17153,7,276,17936,1,17935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,13,1,0,50,70,55,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17154,7,285,17938,1,17937,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,13,1,0,50,70,55,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17155,7,290,17940,1,17939,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,13,1,0,50,70,55,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18977,6,300,17853,1,14183,1,19903,1,17864,1,0,0,0,0,0,0,0,0,0,0,19,2,18,1,0,50,100,50,100,1100,1080,0,0,46,0,0,0,1,0,0,0,0,0
18978,6,300,17854,1,14183,1,19903,1,17865,1,0,0,0,0,0,0,0,0,0,0,19,2,18,1,0,50,100,50,100,1100,1080,0,0,46,0,0,0,1,0,0,0,0,0
16049,3,180,17954,1,12523,3,5069,1,12584,1,0,0,0,0,0,0,0,0,0,0,16,2,14,2,0,50,100,50,100,718,695,0,0,43,0,0,0,1,0,0,0,0,0
16133,3,300,17961,1,19124,1,19946,2,19928,1,19987,2,19988,1,0,0,0,0,0,0,16,2,14,1,0,50,100,50,100,1100,1080,0,0,43,0,0,0,1,0,0,0,0,0
11867,2,300,17962,1,19123,1,19947,3,19946,1,19985,2,0,0,0,0,0,0,0,0,15,2,17,1,0,50,100,50,100,1100,1080,0,0,42,0,0,0,1,0,0,0,0,0
16044,3,180,17994,1,12523,3,12584,2,12610,3,5998,6,0,0,0,0,0,0,0,0,16,2,14,2,0,50,100,50,100,718,695,0,0,35,0,0,0,1,0,0,0,0,0
10594,1,90,20358,1,8151,3,8147,10,6159,1,7607,3,5059,1,5261,1,0,0,0,0,8,12,-1,0,0,50,100,100,100,391,374,0,0,18,0,0,1,1,0,0,0,0,0
15922,3,90,20359,1,8151,3,8147,10,6159,1,7607,2,5069,2,0,0,0,0,0,0,8,12,-1,0,0,50,100,100,100,391,374,0,0,20,0,0,1,1,0,0,0,0,0
10595,1,90,20362,1,8152,3,8147,10,6161,1,7607,3,5066,1,5261,1,0,0,0,0,10,12,-1,0,0,50,100,100,100,391,374,0,0,18,0,0,1,1,0,0,0,0,0
15923,3,90,20363,1,8152,3,8147,10,6161,1,7607,2,5069,2,0,0,0,0,0,0,10,12,-1,0,0,50,100,100,100,391,374,0,0,20,0,0,1,1,0,0,0,0,0
18831,6,90,20366,1,8153,3,8147,10,6163,1,7807,10,5328,1,5261,1,0,0,0,0,11,12,-1,0,0,50,100,100,100,391,374,0,0,23,0,0,1,1,0,0,0,0,0
18841,6,90,20367,1,8153,3,8147,10,6163,1,7807,10,5486,1,0,0,0,0,0,0,11,12,-1,0,0,50,100,100,100,391,374,0,0,23,0,0,1,1,0,0,0,0,0
10596,1,90,20370,1,8154,3,8147,10,7161,1,7607,3,5066,1,5261,1,0,0,0,0,14,2,17,1,0,50,100,100,100,391,374,0,0,18,0,0,1,1,0,0,0,0,0
15924,3,90,20371,1,8154,3,8147,10,7161,1,7607,2,5069,2,0,0,0,0,0,0,16,2,14,1,0,50,100,100,100,391,374,0,0,20,0,0,1,1,0,0,0,0,0
10619,1,110,20378,1,7607,3,7606,1,5069,1,8020,1,8147,5,5261,1,0,0,0,0,18,4,-1,0,0,50,100,100,100,451,407,0,0,25,0,0,1,1,0,0,0,0,0
15959,3,110,20379,1,7607,2,5069,3,8020,1,8147,5,0,0,0,0,0,0,0,0,18,4,-1,0,0,50,100,100,100,451,407,0,0,27,0,0,1,1,0,0,0,0,0
10653,1,180,20428,1,14146,3,14157,1,14149,1,12257,1,8147,5,12561,1,0,0,0,0,16,2,19,2,0,50,100,100,100,718,695,0,0,41,0,0,1,1,0,0,0,0,0
16018,3,180,20429,1,14146,2,14157,1,14149,2,12257,1,8147,5,0,0,0,0,0,0,16,2,19,2,0,50,100,100,100,718,695,0,0,43,0,0,1,1,0,0,0,0,0
10654,1,180,20432,1,14146,3,14155,1,14149,1,12259,1,8147,5,12561,1,0,0,0,0,14,2,17,2,0,50,100,100,100,718,695,0,0,41,0,0,1,1,0,0,0,0,0
16019,3,180,20433,1,14146,2,14157,1,14149,2,12259,1,8147,5,0,0,0,0,0,0,14,2,17,2,0,50,100,100,100,718,695,0,0,43,0,0,1,1,0,0,0,0,0
10707,1,210,20436,1,14146,3,14155,1,9360,3,15645,3,8147,5,12561,1,0,0,0,0,14,3,17,2,0,50,100,100,100,850,820,0,0,41,0,0,1,1,0,0,0,0,0
16060,3,210,20437,1,14146,3,14149,1,9360,3,15645,3,8147,5,0,0,0,0,0,0,16,3,14,2,0,50,100,100,100,850,820,0,0,43,0,0,1,1,0,0,0,0,0
10708,1,210,20440,1,14146,2,14152,1,14149,2,13060,1,8147,5,12561,1,0,0,0,0,14,3,17,2,0,50,100,100,100,850,820,0,0,41,0,0,1,1,0,0,0,0,410
16061,3,210,20441,1,14146,2,14157,1,14149,2,13060,1,8147,5,0,0,0,0,0,0,16,3,14,2,0,50,100,100,100,850,820,0,0,43,0,0,1,1,0,0,0,0,410
14619,5,300,20470,1,20272,2,19988,1,19984,1,0,0,0,0,0,0,0,0,0,0,18,2,16,1,0,50,100,100,100,1100,1080,1320,0,45,0,1,1,1,0,0,0,0,0
14621,5,300,20471,1,20272,3,19988,2,19984,2,0,0,0,0,0,0,0,0,0,0,18,2,16,1,0,50,100,100,100,1100,1080,1320,0,45,0,1,1,1,0,0,0,0,0
13282,4,300,20472,1,20273,1,19988,1,0,0,0,0,0,0,0,0,0,0,0,0,17,2,16,1,0,50,100,100,100,1100,1080,1320,0,44,0,1,1,1,0,0,0,0,0
14623,5,300,20473,1,20272,2,19988,1,19984,1,0,0,0,0,0,0,0,0,0,0,18,2,16,1,0,50,100,100,100,1100,1080,1320,0,45,0,1,1,1,0,0,0,0,0
13283,4,300,20474,1,20273,1,19988,1,0,0,0,0,0,0,0,0,0,0,0,0,17,2,16,1,0,50,100,100,100,1100,1080,1320,0,44,0,1,1,1,0,0,0,0,0
14620,5,300,20475,1,20271,2,19983,1,5352,1,0,0,0,0,0,0,0,0,0,0,18,2,16,1,0,50,100,100,100,1100,1080,1320,0,45,0,1,1,1,0,0,0,0,0
14622,5,300,20476,1,20270,3,19988,2,19946,1,0,0,0,0,0,0,0,0,0,0,18,2,16,1,0,50,100,100,100,1100,1080,1320,0,45,0,1,1,1,0,0,0,0,0
14624,5,300,20477,1,20270,2,19988,1,0,0,0,0,0,0,0,0,0,0,0,0,18,2,16,1,0,50,100,100,100,1100,1080,1320,0,45,0,1,1,1,0,0,0,0,0
13284,4,300,20478,1,20273,1,19946,1,5510,1,0,0,0,0,0,0,0,0,0,0,17,2,16,1,0,50,100,100,100,1100,1080,1320,0,44,0,1,1,1,0,0,0,0,0
11866,2,300,20558,1,19123,1,19947,3,19997,1,19963,2,19985,3,0,0,0,0,0,0,15,2,17,1,0,50,50,100,100,1100,1080,0,0,42,0,0,0,1,0,0,0,0,0
16132,3,300,20560,1,19124,1,19946,2,19987,2,19988,1,19965,2,0,0,0,0,0,0,16,2,14,1,0,50,50,100,100,1100,1080,0,0,43,0,0,0,1,0,0,0,0,0
10759,1,320,18969,1,19949,2,19948,1,19997,1,20016,2,19898,2,0,0,0,0,0,0,14,2,17,2,1,50,100,100,100,1320,1220,1500,0,49,0,1,1,1,0,0,0,0,0
10781,1,320,18970,1,19949,2,19929,1,19948,1,20016,3,19896,3,0,0,0,0,0,0,14,2,17,2,0,50,100,100,100,1320,1220,1500,0,49,0,1,1,1,0,0,0,0,0
10765,1,320,18971,1,19949,2,19929,2,19947,1,20016,3,19898,3,0,0,0,0,0,0,14,2,17,2,1,50,100,100,100,1320,1220,1500,0,49,0,1,1,1,0,0,0,0,0
17765,0,320,18972,1,19949,2,19929,2,19947,1,20016,3,19896,3,0,0,0,0,0,0,16,2,15,2,0,50,100,100,100,1320,1220,1500,0,48,0,1,1,1,0,0,0,0,0
17768,0,320,18973,1,19929,2,19949,2,19997,1,19988,1,20016,3,19897,3,0,0,0,0,16,2,15,2,0,50,100,100,100,1320,1220,1500,0,48,0,1,1,1,0,0,0,0,0
10793,1,320,18974,1,19949,3,19929,1,19948,1,20016,3,19897,3,0,0,0,0,0,0,14,2,17,2,1,50,100,100,100,1320,1220,1500,0,49,0,1,1,1,0,0,0,0,0
10771,1,320,18975,1,19949,3,19948,1,19997,1,20016,3,19898,3,0,0,0,0,0,0,14,2,17,2,1,50,100,100,100,1320,1220,1500,0,49,0,1,1,1,0,0,0,0,0
10800,1,320,18976,1,19949,2,19929,1,19948,1,12611,1,20016,3,19897,3,0,0,0,0,14,2,17,2,0,50,100,100,100,1320,1220,1500,0,49,0,1,1,1,0,0,0,0,0
17773,0,320,18977,1,19929,3,19948,1,19944,1,20016,3,19900,3,0,0,0,0,0,0,16,2,15,2,0,50,100,100,100,1320,1220,1500,0,48,0,1,1,1,0,0,0,0,0
16136,3,320,18978,1,19948,3,19929,1,19965,1,20016,3,19899,3,0,0,0,0,0,0,16,2,14,2,0,50,100,100,100,1320,1220,1500,0,51,0,1,1,1,0,0,0,0,0
18989,6,320,18979,1,19998,2,19929,1,19948,1,19903,1,20016,3,19899,3,0,0,0,0,19,2,18,2,0,50,100,100,100,1320,1220,1500,0,54,0,1,1,1,0,0,0,0,0
18995,6,320,18980,1,19998,2,19929,1,19948,1,19903,1,20016,3,19900,3,0,0,0,0,19,2,18,2,0,50,100,100,100,1320,1220,1500,0,54,0,1,1,1,0,0,0,0,0
16149,3,320,18981,1,19948,2,19929,2,19944,1,19903,1,20016,3,19900,3,0,0,0,0,16,2,14,2,0,50,100,100,100,1320,1220,1500,0,51,0,1,1,1,0,0,0,0,0
10787,1,320,18982,1,19949,3,19929,1,19948,1,20008,1,20016,3,19896,3,0,0,0,0,14,2,17,2,0,50,100,100,100,1320,1220,1500,0,49,0,1,1,1,0,0,0,0,0
16141,3,320,18983,1,19948,3,19949,1,19944,1,20016,3,19899,3,0,0,0,0,0,0,16,2,14,2,0,50,100,100,100,1320,1220,1500,0,51,0,1,1,1,0,0,0,0,0
11875,2,320,18984,1,19949,1,19929,1,19997,1,20016,1,19898,1,0,0,0,0,0,0,15,2,17,2,0,50,100,100,100,1320,1220,1500,0,50,0,1,1,1,0,0,0,0,0
11881,2,320,18985,1,19949,2,19948,1,19920,2,19967,1,20015,2,19898,1,0,0,0,0,15,2,17,2,0,50,100,100,100,1320,1220,1500,0,50,0,1,1,1,0,0,0,0,0
11882,2,320,18986,1,19949,3,19948,1,19983,2,19967,1,20015,3,19898,2,0,0,0,0,15,2,17,2,0,50,100,100,100,1320,1220,1500,0,50,0,1,1,1,0,0,0,0,0
11884,2,320,18987,1,19949,2,19948,1,19983,1,20016,2,19898,1,0,0,0,0,0,0,15,2,17,2,0,50,100,100,100,1320,1220,1500,0,50,0,1,1,1,0,0,0,0,0
13298,4,320,18988,1,19998,3,19949,1,19988,1,20017,3,19898,2,0,0,0,0,0,0,17,2,16,2,0,50,100,100,100,1320,1220,1500,0,52,0,1,1,1,0,0,0,0,0
11886,2,320,18989,1,19949,2,19948,1,19983,1,20017,2,19898,1,0,0,0,0,0,0,15,2,17,2,0,50,100,100,100,1320,1220,1500,0,50,0,1,1,1,0,0,0,0,0
14646,5,320,18990,1,19990,2,19946,1,19988,1,20017,1,19898,1,0,0,0,0,0,0,18,2,16,2,0,50,100,100,100,1320,1220,1500,0,53,0,1,1,1,0,0,0,0,0
16156,3,320,18991,1,19948,2,19949,1,19920,1,19967,1,20015,2,19896,1,0,0,0,0,16,2,14,2,0,50,100,100,100,1320,1220,1500,0,51,0,1,1,1,0,0,0,0,0
11883,2,320,18992,1,19949,3,19948,1,19997,2,19967,2,20015,3,19896,2,0,0,0,0,15,2,17,2,0,50,100,100,100,1320,1220,1500,0,50,0,1,1,1,0,0,0,0,0
11885,2,320,18993,1,19949,2,19948,1,19997,1,20016,2,19896,1,0,0,0,0,0,0,15,2,17,2,0,50,100,100,100,1320,1220,1500,0,50,0,1,1,1,0,0,0,0,0
13299,4,320,18994,1,19998,3,19949,1,19988,1,20017,3,19896,2,0,0,0,0,0,0,17,2,16,2,0,50,100,100,100,1320,1220,1500,0,52,0,1,1,1,0,0,0,0,0
11887,2,320,18995,1,19949,2,19948,1,19997,1,20017,2,19896,1,0,0,0,0,0,0,15,2,17,2,0,50,100,100,100,1320,1220,1500,0,50,0,1,1,1,0,0,0,0,0
14647,5,320,18996,1,19990,2,19946,1,19988,1,20017,1,19896,1,0,0,0,0,0,0,18,2,16,2,0,50,100,100,100,1320,1220,1500,0,53,0,1,1,1,0,0,0,0,0
16157,3,320,18997,1,19948,3,19920,1,19967,1,20015,2,19896,1,0,0,0,0,0,0,16,2,14,2,0,50,100,100,100,1320,1220,1500,0,51,0,1,1,1,0,0,0,0,0
13289,4,320,18998,1,19998,2,19990,1,19949,1,19967,2,20015,3,19896,2,0,0,0,0,17,2,16,2,0,50,100,100,100,1320,1220,1500,0,52,0,1,1,1,0,0,0,0,0
13291,4,320,18999,1,19998,2,19948,1,19988,1,20016,2,19896,1,0,0,0,0,0,0,17,2,16,2,0,50,100,100,100,1320,1220,1500,0,52,0,1,1,1,0,0,0,0,0
14653,5,320,19000,1,19990,3,19998,1,19946,1,19988,1,20017,3,19896,2,0,0,0,0,18,2,16,2,0,50,100,100,100,1320,1220,1500,0,53,0,1,1,1,0,0,0,0,0
13301,4,320,19001,1,19998,2,19948,1,19988,1,20017,2,19896,1,0,0,0,0,0,0,17,2,16,2,0,50,100,100,100,1320,1220,1500,0,52,0,1,1,1,0,0,0,0,0
14648,5,320,19002,1,19990,2,19946,1,19988,1,20017,1,19896,1,0,0,0,0,0,0,18,2,16,2,0,50,100,100,100,1320,1220,1500,0,53,0,1,1,1,0,0,0,0,0
13286,4,320,19003,1,19998,2,19948,1,19967,1,5358,1,20015,2,19897,1,0,0,0,0,17,2,16,2,0,50,100,100,100,1320,1220,1500,0,52,0,1,1,1,0,0,0,0,0
14634,5,320,19004,1,19990,3,19998,1,19947,1,19967,1,20015,3,19897,2,0,0,0,0,18,2,16,2,0,50,100,100,100,1320,1220,1500,0,53,0,1,1,1,0,0,0,0,0
13293,4,320,19005,1,19998,2,19948,1,19988,1,20016,2,19897,1,0,0,0,0,0,0,17,2,16,2,0,50,100,100,100,1320,1220,1500,0,52,0,1,1,1,0,0,0,0,0
13300,4,320,19006,1,19998,3,19949,1,19988,1,20017,3,19897,2,0,0,0,0,0,0,17,2,16,2,0,50,100,100,100,1320,1220,1500,0,52,0,1,1,1,0,0,0,0,0
13303,4,320,19007,1,19998,2,19949,1,19988,1,20017,2,19897,1,0,0,0,0,0,0,17,2,16,2,0,50,100,100,100,1320,1220,1500,0,52,0,1,1,1,0,0,0,0,0
14650,5,320,19008,1,19990,2,19946,1,19988,1,20017,1,19897,1,0,0,0,0,0,0,18,2,16,2,0,50,100,100,100,1320,1220,1500,0,53,0,1,1,1,0,0,0,0,0
16158,3,320,19009,1,19948,3,19920,1,19962,1,20015,2,19897,1,0,0,0,0,0,0,16,2,14,2,0,50,100,100,100,1320,1220,1500,0,51,0,1,1,1,0,0,0,0,0
13290,4,320,19010,1,19998,2,19990,1,19949,1,19962,2,20015,3,19897,2,0,0,0,0,17,2,16,2,0,50,100,100,100,1320,1220,1500,0,52,0,1,1,1,0,0,0,0,0
13292,4,320,19011,1,19998,2,19948,1,19988,1,20016,2,19897,1,0,0,0,0,0,0,17,2,16,2,0,50,100,100,100,1320,1220,1500,0,52,0,1,1,1,0,0,0,0,0
14654,5,320,19012,1,19990,3,19998,1,19946,1,19988,1,20017,3,19897,2,0,0,0,0,18,2,16,2,0,50,100,100,100,1320,1220,1500,0,53,0,1,1,1,0,0,0,0,0
13302,4,320,19013,1,19998,2,19948,1,19988,1,20017,2,19897,1,0,0,0,0,0,0,17,2,16,2,0,50,100,100,100,1320,1220,1500,0,52,0,1,1,1,0,0,0,0,0
14649,5,320,19014,1,19990,2,19946,1,19988,1,20017,1,19897,1,0,0,0,0,0,0,18,2,16,2,0,50,100,100,100,1320,1220,1500,0,53,0,1,1,1,0,0,0,0,0
13288,4,320,19015,1,19998,2,19990,1,19988,1,19962,1,20015,2,19900,1,0,0,0,0,17,2,16,2,0,50,100,100,100,1320,1220,1500,0,52,0,1,1,1,0,0,0,0,0
14636,5,320,19016,1,19990,3,19948,1,19988,1,19962,2,20015,3,19900,2,0,0,0,0,18,2,16,2,0,50,100,100,100,1320,1220,1500,0,53,0,1,1,1,0,0,0,0,0
13295,4,320,19017,1,19998,2,19948,1,19988,1,20016,2,19900,1,0,0,0,0,0,0,17,2,16,2,0,50,100,100,100,1320,1220,1500,0,52,0,1,1,1,0,0,0,0,0
14656,5,320,19018,1,19990,3,19948,1,19988,1,19962,1,20017,3,19900,2,0,0,0,0,18,2,16,2,0,50,100,100,100,1320,1220,1500,0,53,0,1,1,1,0,0,0,0,0
13305,4,320,19019,1,19998,2,19948,1,19988,1,20017,2,19900,1,0,0,0,0,0,0,17,2,16,2,0,50,100,100,100,1320,1220,1500,0,52,0,1,1,1,0,0,0,0,0
14652,5,320,19020,1,19990,2,19946,1,19988,1,20017,1,19900,1,0,0,0,0,0,0,18,2,16,2,0,50,100,100,100,1320,1220,1500,0,53,0,1,1,1,0,0,0,0,0
13287,4,320,19021,1,19998,2,19948,1,19962,1,5358,1,20015,2,19899,1,0,0,0,0,17,2,16,2,0,50,100,100,100,1320,1220,1500,0,52,0,1,1,1,0,0,0,0,0
14635,5,320,19022,1,19990,3,19948,1,19988,1,19962,2,20015,3,19899,2,0,0,0,0,18,2,16,2,0,50,100,100,100,1320,1220,1500,0,53,0,1,1,1,0,0,0,0,0
13294,4,320,19023,1,19998,2,19948,1,19988,1,20016,2,19899,1,0,0,0,0,0,0,17,2,16,2,0,50,100,100,100,1320,1220,1500,0,52,0,1,1,1,0,0,0,0,0
14655,5,320,19024,1,19990,3,19948,1,19988,1,19964,1,20017,3,19899,2,0,0,0,0,18,2,16,2,0,50,100,100,100,1320,1220,1500,0,53,0,1,1,1,0,0,0,0,0
13304,4,320,19025,1,19998,2,19948,1,19988,1,20017,2,19899,1,0,0,0,0,0,0,17,2,16,2,0,50,100,100,100,1320,1220,1500,0,52,0,1,1,1,0,0,0,0,0
14651,5,320,19026,1,19990,2,19946,1,19988,1,20017,1,19899,1,0,0,0,0,0,0,18,2,16,2,0,50,100,100,100,1320,1220,1500,0,53,0,1,1,1,0,0,0,0,0
16159,3,320,19027,1,19948,2,19964,1,19962,1,20015,1,19898,1,0,0,0,0,0,0,16,2,14,2,0,50,100,100,100,1320,1220,1500,0,51,0,1,1,1,0,0,0,0,0
16160,3,320,19028,1,19948,2,19964,1,19962,1,20015,1,19896,1,0,0,0,0,0,0,16,2,14,2,0,50,100,100,100,1320,1220,1500,0,51,0,1,1,1,0,0,0,0,0
16161,3,320,19029,1,19948,2,19964,1,19962,1,20015,1,19897,1,0,0,0,0,0,0,16,2,14,2,0,50,100,100,100,1320,1220,1500,0,51,0,1,1,1,0,0,0,0,0
16163,3,320,19030,1,19948,2,19964,1,19962,1,20015,1,19900,1,0,0,0,0,0,0,16,2,14,2,0,50,100,100,100,1320,1220,1500,0,51,0,1,1,1,0,0,0,0,0
16162,3,320,19031,1,19948,2,19964,1,19962,1,20015,1,19899,1,0,0,0,0,0,0,16,2,14,2,0,50,100,100,100,1320,1220,1500,0,51,0,1,1,1,0,0,0,0,0
17778,0,320,19032,1,19929,1,19998,1,19946,1,19964,1,20015,1,19898,1,0,0,0,0,16,2,15,2,1,50,100,100,100,1320,1220,1500,0,48,0,1,1,1,0,0,0,0,0
17779,0,320,19033,1,19929,1,19998,1,19946,1,19964,1,20015,1,19896,1,0,0,0,0,16,2,15,2,1,50,100,100,100,1320,1220,1500,0,48,0,1,1,1,0,0,0,0,0
17780,0,320,19034,1,19929,1,19998,1,19946,1,19964,1,20015,1,19897,1,0,0,0,0,16,2,15,2,1,50,100,100,100,1320,1220,1500,0,48,0,1,1,1,0,0,0,0,0
17782,0,320,19035,1,19929,1,19998,1,19946,1,19964,1,20015,1,19900,1,0,0,0,0,16,2,15,2,1,50,100,100,100,1320,1220,1500,0,48,0,1,1,1,0,0,0,0,0
17781,0,320,19036,1,19929,1,19998,1,19946,1,19964,1,20015,1,19899,1,0,0,0,0,16,2,15,2,1,50,100,100,100,1320,1220,1500,0,48,0,1,1,1,0,0,0,0,0
17783,0,320,19037,1,19929,1,19998,1,19946,1,19964,1,20016,1,19898,1,0,0,0,0,16,2,15,2,1,50,100,100,100,1320,1220,1500,0,48,0,1,1,1,0,0,0,0,0
17784,0,320,19038,1,19929,1,19998,1,19946,1,19964,1,20016,1,19896,1,0,0,0,0,16,2,15,2,1,50,100,100,100,1320,1220,1500,0,48,0,1,1,1,0,0,0,0,0
17785,0,320,19039,1,19929,1,19998,1,19946,1,19964,1,20016,1,19897,1,0,0,0,0,16,2,15,2,1,50,100,100,100,1320,1220,1500,0,48,0,1,1,1,0,0,0,0,0
17787,0,320,19040,1,19929,1,19998,1,19946,1,19964,1,20016,1,19900,1,0,0,0,0,16,2,15,2,1,50,100,100,100,1320,1220,1500,0,48,0,1,1,1,0,0,0,0,0
17786,0,320,19041,1,19929,1,19998,1,19946,1,19964,1,20016,1,19899,1,0,0,0,0,16,2,15,2,1,50,100,100,100,1320,1220,1500,0,48,0,1,1,1,0,0,0,0,0
16164,3,320,19042,1,19948,2,19944,1,20016,1,19898,1,0,0,0,0,0,0,0,0,16,2,14,2,0,50,100,100,100,1320,1220,1500,0,51,0,1,1,1,0,0,0,0,0
16165,3,320,19043,1,19948,2,19944,1,20016,1,19896,1,0,0,0,0,0,0,0,0,16,2,14,2,0,50,100,100,100,1320,1220,1500,0,51,0,1,1,1,0,0,0,0,0
16166,3,320,19044,1,19948,2,19944,1,20016,1,19897,1,0,0,0,0,0,0,0,0,16,2,14,2,0,50,100,100,100,1320,1220,1500,0,51,0,1,1,1,0,0,0,0,0
16168,3,320,19045,1,19948,2,19944,1,20016,1,19900,1,0,0,0,0,0,0,0,0,16,2,14,2,0,50,100,100,100,1320,1220,1500,0,51,0,1,1,1,0,0,0,0,0
16167,3,320,19046,1,19948,2,19944,1,20016,1,19899,1,0,0,0,0,0,0,0,0,16,2,14,2,0,50,100,100,100,1320,1220,1500,0,51,0,1,1,1,0,0,0,0,0
17002,7,320,19810,3,19840,1,19878,1,19907,1,12893,1,20013,1,0,0,0,0,0,0,14,2,19,2,0,50,100,100,100,1320,1220,1500,0,55,0,1,1,1,0,0,0,0,0
